nombre,nivel,turno,sostenimiento,domicilio,ubicacion,colonia,alcaldia,latitud,longitud
INSTITUTO OVALLE MONDAY (PLANTEL SECUNDARIA),Secundaria,MATUTINO,Particular,GUILLERMO MASSIEU HELGUERA No. 265,"GUILLERMO MASSIEU HELGUERA No. 265, LA ESCALERA, GUSTAVO A. MADERO",LA PURISIMA TICOMAN (BARR),GUSTAVO A. MADERO,19.5121813,-99.1390863
COLEGIO SIMÓN BOLÍVAR,Secundaria,MATUTINO,Particular,CAMINO SANTA TERESA 230,"CAMINO SANTA TERESA 230, JARDINES DEL PEDREGAL, ALVARO OBREGON",JARDINES DEL PEDREGAL,ALVARO OBREGON,19.3090218,-99.213877
INSTITUTO GRAN UNIÓN,Secundaria,MATUTINO,Particular,KRAMER 74,"KRAMER 74, ATLANTIDA, COYOACAN",ATLANTIDA,COYOACAN,19.3403788,-99.1458855
COLEGIO PARTENÓN,Secundaria,MATUTINO,Particular,PLAYA MIRADOR No. 353,"PLAYA MIRADOR No. 353, REFORMA IZTACCIHUATL, IZTACALCO",REFORMA IZTACCIHUATL NORTE,IZTACALCO,19.3855667,-99.1266312
CENTRO EDUCATIVO JEAN PIAGET,Secundaria,MATUTINO,Particular,RUBENS No. 38,"RUBENS No. 38, MIXCOAC, BENITO JUAREZ",SAN JUAN,BENITO JUAREZ,19.3779653,-99.1858641
ZEFERINO AGUIRRE,Secundaria,MATUTINO,Particular,NARANJO No. 53,"NARANJO No. 53, SANTA MARIA LA RIBERA, CUAUHTEMOC",SANTA MARIA LA RIBERA IV,CUAUHTEMOC,19.4444305,-99.1595678
COLEGIO VERMONT,Secundaria,MATUTINO,Particular,AV. SAN FRANCISCO No. 109,"AV. SAN FRANCISCO No. 109, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",SAN FRANCISCO,LA MAGDALENA CONTRERAS,19.315436299999998,-99.2302821
BERTA VON GLÜMER,Secundaria,MATUTINO,Particular,PUEBLA 419,"PUEBLA 419, ROMA NORTE, CUAUHTEMOC",ROMA NORTE I,CUAUHTEMOC,19.4198841,-99.1757351
TOMÁS ALVA EDISON,Secundaria,MATUTINO,Particular,AMORES No. 1213,"AMORES No. 1213, DEL VALLE, BENITO JUAREZ",DEL VALLE V,BENITO JUAREZ,19.377795,-99.168117
RODRIGO ORTEGA OROPEZA,Secundaria,MATUTINO,Particular,AMADO NERVO No. 70,"AMADO NERVO No. 70, MODERNA, BENITO JUAREZ",MODERNA,BENITO JUAREZ,19.3944985,-99.1370434
ESCUELA SECUNDARIA TEKAX,Secundaria,MATUTINO,Particular,TULUM M- No. 187-L1,"TULUM M- No. 187-L1, HEROES DE PADIERNA, TLALPAN",HEROES DE PADIERNA I,TLALPAN,19.2845603,-99.2269024
EUGENIO ALCALÁ,Secundaria,MATUTINO,Particular,AV. 3 No. 61,"AV. 3 No. 61, SAN PEDRO DE LOS PINOS, BENITO JUAREZ",SAN PEDRO DE LOS  PINOS,BENITO JUAREZ,19.3929153,-99.1827454
COMUNIDAD EDUCATIVA MONTESSORI,Secundaria,MATUTINO,Particular,CUAUHTEMOC No. 329,"CUAUHTEMOC No. 329, SANTA MARIA TEPEPAN, XOCHIMILCO",SANTA MARIA TEPEPAN (PBLO),XOCHIMILCO,19.269137,-99.1404018
COLEGIO LOWELL,Secundaria,MATUTINO,Particular,SANTIAGO No. 451,"SANTIAGO No. 451, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.3190854,-99.237542
INSTITUTO JUANA DE ARCO,Secundaria,MATUTINO,Particular,AVENIDA BENITO JUÁREZ NO. 28,"AVENIDA BENITO JUÁREZ NO. 28, SANTA CRUZ MEYEHUALCO, IZTAPALAPA",SANTA CRUZ MEYEHUALCO (PBLO),IZTAPALAPA,19.3404941,-99.0401184
COLEGIO ITZCÓATL,Secundaria,MATUTINO,Particular,ESCUELA INDUSTRIAL No. 191,"ESCUELA INDUSTRIAL No. 191, INDUSTRIAL, GUSTAVO A. MADERO",INDUSTRIAL I,GUSTAVO A. MADERO,19.47401,-99.1222255
SOR JUANA INES DE LA CRUZ,Secundaria,MATUTINO,Particular,PROVIDENCIA NO.17,"PROVIDENCIA NO.17, SANTA MARTHA ACATITLA, IZTAPALAPA",SANTA MARTHA ACATITLA_(PBLO),IZTAPALAPA,19.3593469,-99.0045833
CENTRO ESCOLAR MORELOS,Secundaria,MATUTINO,Particular,AV. MORELOS  No. 665,"AV. MORELOS  No. 665, MAGDALENA MIXHUCA, VENUSTIANO CARRANZA",VIADUCTO  - BALBUENA )CONJ HAB),VENUSTIANO CARRANZA,19.4081409,-99.1090642
INSTITUTO ESCUELA DEL SUR,Secundaria,MATUTINO,Particular,PROLONGACIÓN CORREGIDORA No. 592,"PROLONGACIÓN CORREGIDORA No. 592, MIGUEL HIDALGO, TLALPAN",MIGUEL HIDALGO,TLALPAN,19.2827311,-99.1878052
COLEGIO BILBAO,Secundaria,MATUTINO,Particular,CALLE TLALMIMILOLPA No. 39,"CALLE TLALMIMILOLPA No. 39, SAN MATEO TLALTENANGO, CUAJIMALPA DE MORELOS",SANTA ROSA XOCHIAC (PBLO),ALVARO OBREGON,19.3202999,-99.2868276
ANTONIO JOSÉ DE SUCRE,Secundaria,MATUTINO,Particular,CERRO DE JESÚS No. 140,"CERRO DE JESÚS No. 140, CAMPESTRE CHURUBUSCO, COYOACAN",CAMPESTRE CHURUBUSCO,COYOACAN,19.3443424,-99.1358413
COLEGIO REIMS,Secundaria,MATUTINO,Particular,AV. CAFETALES 239,"AV. CAFETALES 239, RINCONADA COAPA, TLALPAN",GRANJAS COAPA,TLALPAN,19.292886,-99.1150348
COLEGIO MICHELET DE MÉXICO,Secundaria,MATUTINO,Particular,PLUTARCO ELÍAS CALLES 988,"PLUTARCO ELÍAS CALLES 988, REFORMA IZTACCIHUATL, IZTACALCO",REFORMA IZTACCIHUATL NORTE,IZTACALCO,19.3895989,-99.1325072
INSTITUTO BASSOLS,Secundaria,MATUTINO,Particular,JOSEFA O. DE DOMINGUEZ NO.1653,"JOSEFA O. DE DOMINGUEZ NO.1653, SANTA MARIA AZTAHUACAN, IZTAPALAPA",SANTA MARIA AZTAHUACAN (EJ) II,IZTAPALAPA,19.3496984,-99.0282561
ISAAC NEWTON,Secundaria,MATUTINO,Particular,AV. SUR 20 LOTE 9N,"AV. SUR 20 LOTE 9N, AGRICOLA ORIENTAL, IZTACALCO",AGRICOLA ORIENTAL V,IZTACALCO,19.3917057,-99.0719145
NUEVA DONCELLA DE ORLEANS,Secundaria,MATUTINO,Particular,TEPEYAC No. 222,"TEPEYAC No. 222, INDUSTRIAL, GUSTAVO A. MADERO",INDUSTRIAL I,GUSTAVO A. MADERO,19.4755391,-99.1235933
SARMIENTOCO ESCUELA BRITÁNICA AMERICANA,Secundaria,MATUTINO,Particular,INSURGENTES SUR No. 4040,"INSURGENTES SUR No. 4040, TLALPAN, TLALPAN",TLALPAN CENTRO,TLALPAN,19.2867752,-99.1750243
COLEGIO LAS AMÉRICAS DE ARAGÓN,Secundaria,MATUTINO,Particular,AVENIDA 608 No. 327,"AVENIDA 608 No. 327, SAN JUAN DE ARAGON, GUSTAVO A. MADERO",SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II,GUSTAVO A. MADERO,19.4607842,-99.0635045
BERNAL DÍAZ DEL CASTILLO,Secundaria,MATUTINO,Particular,PLAYA REGATAS 311 Y 313,"PLAYA REGATAS 311 Y 313, REFORMA IZTACCIHUATL NORTE, IZTACALCO",SANTIAGO SUR,IZTACALCO,19.3870006,-99.1289875
LICEO IBÉRICO-AMERICANO DE COYOACÁN,Secundaria,MATUTINO,Particular,SANTA MARÍA TICOMAN No. 15,"SANTA MARÍA TICOMAN No. 15, SAN FRANCISCO CULHUACAN EJIDO, COYOACAN",EX EJIDO SAN FRANCISCO CULHUACAN I,COYOACAN,19.3335462,-99.1292528
LAS CARABELAS DE COLÓN,Secundaria,MATUTINO,Particular,CIENFUEGOS 764,"CIENFUEGOS 764, LINDAVISTA, GUSTAVO A. MADERO",LINDAVISTA I,GUSTAVO A. MADERO,19.4924388,-99.130341
GREENLAND PANAMERICAN SCHOOL,Secundaria,MATUTINO,Particular,AMORES No. 1652,"AMORES No. 1652, DEL VALLE, BENITO JUAREZ",DEL VALLE VII,BENITO JUAREZ,19.3674962,-99.1702009
COLEGIO INGLÉS MICHAEL FARADAY,Secundaria,MATUTINO,Particular,LAGO CHAPALA No. 109,"LAGO CHAPALA No. 109, ANAHUAC I, MIGUEL HIDALGO",ANAHUAC II,MIGUEL HIDALGO,19.4418856,-99.1758997
COLEGIO QUIRINO MENDOZA CORTÉS,Secundaria,MATUTINO,Particular,MELCHOR OCAMPO No. 36,"MELCHOR OCAMPO No. 36, SANTIAGO TULYEHUALCO, XOCHIMILCO",SANTIAGO TULYEHUALCO (PBLO),XOCHIMILCO,19.2523292,-99.0139936
JESÚS DE URQUIAGA,Secundaria,MATUTINO,Particular,FRONTERA No. 40,"FRONTERA No. 40, SAN ANGEL, ALVARO OBREGON",TIZAPAN_TIZAPAN SAN ANGEL,ALVARO OBREGON,19.3419309,-99.1954052
INSTITUTO MARÍA CANALES,Secundaria,MATUTINO,Particular,SABINO No. 106 Y 110,"SABINO No. 106 Y 110, SANTA MARIA LA RIBERA, CUAUHTEMOC",SANTA MARIA LA RIBERA IV,CUAUHTEMOC,19.4467513,-99.1605128
SIMÓN BOLÍVAR,Secundaria,MATUTINO,Particular,AVENIDA DEL TALLER No. 603,"AVENIDA DEL TALLER No. 603, JARDIN BALBUENA, VENUSTIANO CARRANZA",JARDIN BALBUENA III,VENUSTIANO CARRANZA,19.4129021,-99.1062793
COLEGIO WILLMINGTON,Secundaria,MATUTINO,Particular,SADI CARNOT NO 33,"SADI CARNOT NO 33, SAN RAFAEL, CUAUHTEMOC",SAN RAFAEL I,CUAUHTEMOC,19.4381454,-99.1576446
INSTITUTO CUMBRES,Secundaria,MATUTINO,Particular,LOMA DEL RECUERDO No. 50,"LOMA DEL RECUERDO No. 50, LOMAS DE VISTA HERMOSA, CUAJIMALPA DE MORELOS",LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.3809872,-99.26862
INSTITUTO SAN ÁNGEL INN,Secundaria,MATUTINO,Particular,AV. CENTENARIO No. 1196,"AV. CENTENARIO No. 1196, HERON PROAL, ALVARO OBREGON",PRIVADA CENTENARIO,ALVARO OBREGON,19.3600846,-99.2297186
INSTITUTO ANTOINE HENRI BECQUEREL,Secundaria,MATUTINO,Particular,JUAN ANDREW ALMAZAN No. 82 MZ. 12 LOTE 15,"JUAN ANDREW ALMAZAN No. 82 MZ. 12 LOTE 15, OJO DE AGUA, TLAHUAC",SAN FRANCISCO TLALTENCO (PBLO),TLAHUAC,19.2921873,-99.0161276
DIEGO RIVERA,Secundaria,MATUTINO,Particular,AV. TAMAULIPAS No. 1290,"AV. TAMAULIPAS No. 1290, CORPUS CHRISTI, ALVARO OBREGON",CORPUS CHRISTY,ALVARO OBREGON,19.3620025,-99.2494134
MIGUEL HIDALGO,Secundaria,MATUTINO,Particular,ITURBIDE PONIENTE No. 127,"ITURBIDE PONIENTE No. 127, SAN ANTONIO TECOMITL, MILPA ALTA",SAN ANTONIO TECOMITL (PBLO),MILPA ALTA,19.2166497,-99.0002039
COLEGIO AXAYÁCATL,Secundaria,MATUTINO,Particular,AV. CIRCUNVALACIÓN No. 443,"AV. CIRCUNVALACIÓN No. 443, CUCHILLA PANTITLAN, VENUSTIANO CARRANZA",CUCHILLA PANTITLAN,VENUSTIANO CARRANZA,19.4225546,-99.0588015
FREINET,Secundaria,MATUTINO,Particular,IGNACIO ALLENDE No. 152,"IGNACIO ALLENDE No. 152, SAN MATEO, TLAHUAC",SAN PEDRO TLAHUAC (PBLO),TLAHUAC,19.2741627,-99.0017373
"COLEGIO AZCAPOTZALCO, SECCIÓN SECUNDARIA",Secundaria,MATUTINO,Particular,SANTO TOMAS No. 336,"SANTO TOMAS No. 336, SANTO TOMAS, AZCAPOTZALCO",SANTO TOMAS,AZCAPOTZALCO,19.4831671,-99.1801692
COLEGIO CULTURA PREHISPANICA,Secundaria,MATUTINO,Particular,CULTURA PREHISPANICA NUM 137,"CULTURA PREHISPANICA NUM 137, GRANJAS SAN ANTONIO, IZTAPALAPA",GRANJAS SAN ANTONIO,IZTAPALAPA,19.3676599,-99.103646
HORACIO MANN,Secundaria,MATUTINO,Particular,AV. 6 No. 276,"AV. 6 No. 276, ZARAGOZA, VENUSTIANO CARRANZA",IGNACIO ZARAGOZA II,VENUSTIANO CARRANZA,19.4122518,-99.0874612
NUEVA ACADEMIA DE FORMACIÓN INTEGRAL,Secundaria,MATUTINO,Particular,PONIENTE 152 N° 317,"PONIENTE 152 N° 317, NUEVA INDUSTRIAL VALLEJO, GUSTAVO A. MADERO",LINDAVISTA VALLEJO (U HAB),GUSTAVO A. MADERO,19.5016794,-99.1545784
"COLEGIO EUGENIO DE MAZENOD, A. C.",Secundaria,MATUTINO,Particular,AV. TAMAULIPAS No. 240,"AV. TAMAULIPAS No. 240, CLUB DE GOLF PRADOS DE LA MONTAÑA, CUAJIMALPA DE MORELOS",CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3564504,-99.2652214
INSTITUTO LICEO EUROPEO,Secundaria,MATUTINO,Particular,JESÚS GALINDO Y VILLA No. 120,"JESÚS GALINDO Y VILLA No. 120, ZARAGOZA, VENUSTIANO CARRANZA",JARDIN BALBUENA III,VENUSTIANO CARRANZA,19.4128475,-99.0979767
COLEGIO MARTINAK,Secundaria,MATUTINO,Particular,DOCTOR VERTIZ No. 936,"DOCTOR VERTIZ No. 936, NARVARTE, BENITO JUAREZ",NARVARTE V,BENITO JUAREZ,19.3874612,-99.151753
CENTRO DE INTEGRACIÓN EDUCATIVA,Secundaria,MATUTINO,Particular,AV CASA DE LA MONEDA No. 214,"AV CASA DE LA MONEDA No. 214, 10 DE ABRIL, MIGUEL HIDALGO",IRRIGACION,MIGUEL HIDALGO,19.4489675,-99.2102855
COLEGIO FRANCO INGLÉS,Secundaria,MATUTINO,Particular,ANTIGUO CAMINO A TECAMACHALCO No. 686,"ANTIGUO CAMINO A TECAMACHALCO No. 686, LOMAS DE VISTA HERMOSA, CUAJIMALPA DE MORELOS",LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.3831312,-99.27875
